City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
106,Carrascal,PH,77.5,overcast clouds,9.3703,125.9492,LGU Dormitory
109,Bahraich,IN,57.99,clear sky,27.5833,81.6,Narain Guest House
110,Avarua,CK,78.8,few clouds,-21.2078,-159.775,Paradise Inn
111,Sidi Ali,DZ,51.19,overcast clouds,36.0998,0.4206,
112,Camacha,PT,57.2,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
115,Tuatapere,NZ,52.0,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
116,Faya,SA,55.4,clear sky,18.3851,42.4509,مقبرة ال مجمل
117,Brownsville,US,64.4,light rain,25.9018,-97.4975,Hotel Alameda Express
118,Baculin,PH,77.95,light rain,7.4525,126.5842,Shovy's Cove
119,Tura,IN,61.79,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
121,Kapit,MY,74.32,light rain,2.0167,112.9333,Hotel Meligai Kapit
122,Jodhpur,IN,57.4,clear sky,26.2867,73.03,"Umaid Bhawan Palace, Jodhpur"
124,Dawei,MM,69.33,clear sky,14.0833,98.2,Hotel Dawei
126,Kaitangata,NZ,53.01,few clouds,-46.2817,169.8464,Kaitangata Motor Camp
128,Wawa,NG,83.59,clear sky,9.9022,4.4192,
130,Dingle,PH,74.28,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
131,Saint George,US,52.0,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
132,New Norfolk,AU,55.0,few clouds,-42.7826,147.0587,The Shingles Riverside Cottages
133,Manggar,ID,79.29,overcast clouds,-2.8833,108.2667,Guest Hotel
134,Sola,VU,75.2,light rain,-13.8833,167.55,Leumerus Bungalows
135,Miranda,CO,84.2,light rain,3.2499,-76.2281,unidiversidad organica la utopia
136,Kanker,IN,66.13,clear sky,20.2719,81.4931,STARiHOTEL Kanker
137,East London,ZA,77.0,clear sky,-33.0153,27.9116,Tu Casa
139,Ponta Do Sol,PT,53.01,broken clouds,32.6667,-17.1,Hotel do Campo
146,Calbuco,CL,59.0,light rain,-41.768,-73.1273,Hotel Colonial
147,Port Alfred,ZA,73.99,broken clouds,-33.5906,26.891,The Halyards Hotel
149,Dapaong,TG,80.65,broken clouds,10.8639,0.205,Hotel Caroli
156,Lorengau,PG,81.43,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
159,Saint-Philippe,RE,78.8,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
161,Esperance,AU,77.0,overcast clouds,-33.8667,121.9,Hospitality Esperance
165,Airai,TL,62.13,overcast clouds,-8.9266,125.4092,Juvinal Martin
166,Kavieng,PG,81.84,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
169,Matara,LK,74.61,heavy intensity rain,5.9485,80.5353,Amaloh Boutique Resort
170,Kudahuvadhoo,MV,81.46,light rain,2.6708,72.8944,Niyama Private Islands Maldives
171,Ribeira Grande,PT,59.0,broken clouds,38.5167,-28.7,Quinta da Meia Eira
172,San Quintin,MX,63.75,clear sky,30.4833,-115.95,Old Mill Hotel
173,Cabo San Lucas,MX,75.0,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
174,Broken Hill,AU,73.4,clear sky,-31.95,141.4333,Royal Exchange Hotel
179,Bengkulu,ID,75.27,moderate rain,-3.8004,102.2655,Grage Hotel Bengkulu
182,Codrington,AU,55.45,clear sky,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
184,Camana,PE,74.57,overcast clouds,-16.6228,-72.7111,Hostal Morales
185,Hilo,US,73.4,overcast clouds,19.7297,-155.09,Hilo Hawaiian Hotel
187,Atambua,ID,75.94,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
188,Taoudenni,ML,79.12,overcast clouds,22.6783,-3.9836,
190,Pizarro,CO,77.81,light rain,4.9533,-77.366,Hotel Limonar
191,Tabou,CI,79.75,scattered clouds,4.423,-7.3528,hotêl doufoulougou
192,Paraiso,CR,78.8,few clouds,9.8383,-83.8656,Rinconcito Verde
193,Dekar,BW,78.8,scattered clouds,-21.5333,21.9333,
194,Boyolangu,ID,75.85,overcast clouds,-8.1181,111.8935,Yos ega cv
195,Port Blair,IN,79.93,overcast clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
203,Port Augusta,AU,70.0,clear sky,-32.5,137.7667,Majestic Oasis Apartments
204,Pringsewu,ID,72.03,moderate rain,-5.3582,104.9744,Urban Style by Front One
208,Doka,SD,77.79,clear sky,13.5167,35.7667,
209,Samalkot,IN,68.05,overcast clouds,17.05,82.1833,Hotel Sai Residency
210,Diffa,NE,74.01,clear sky,13.3154,12.6113,ProDAF/Diffa
211,Half Moon Bay,US,57.2,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
213,Tezu,IN,63.46,broken clouds,27.9167,96.1667,Circuit House
215,Los Llanos De Aridane,ES,60.8,few clouds,28.6585,-17.9182,Valle Aridane
216,Mar Del Plata,AR,80.6,clear sky,-38.0023,-57.5575,Gran Hotel Mar del Plata
217,Salalah,OM,71.6,clear sky,17.0151,54.0924,HAMDAN PLAZA HOTEL
218,Upata,VE,80.01,moderate rain,8.0086,-62.3989,Posada Villa Nela
220,Plettenberg Bay,ZA,68.7,light rain,-34.0527,23.3716,Thanda Vista B&B
225,Kirakira,SB,80.11,overcast clouds,-10.4544,161.9205,SanBiz Lodge
226,Forbes,AU,62.01,clear sky,-33.3833,148.0167,Lake Forbes Motel
227,Yeppoon,AU,71.6,overcast clouds,-23.1333,150.7333,Villa Mar Colina
231,Yulara,AU,75.2,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
233,Kruisfontein,ZA,73.0,light rain,-34.0033,24.7314,Oyster Bay House Rental
234,Bulawayo,ZW,68.7,moderate rain,-20.15,28.5833,4 On Housman Backpackers
235,Kisangani,CD,73.31,overcast clouds,0.5167,25.2,Grand Ramela Hotel
238,Guerrero Negro,MX,68.99,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
240,Victoria,HK,54.0,overcast clouds,22.2855,114.1577,Mini Hotel Central
241,Hambantota,LK,75.2,heavy intensity rain,6.1241,81.1185,Bungalow 63
244,Port Lincoln,AU,67.91,clear sky,-34.7333,135.8667,Port Lincoln Hotel
245,Iquique,CL,75.2,clear sky,-20.2208,-70.1431,Backpacker`s Hostel Iquique
247,Coruripe,BR,83.05,clear sky,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
248,Alice Springs,AU,77.0,clear sky,-23.7,133.8833,Desert Palms Alice Springs
249,Belmonte,BR,84.2,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
251,Ajdabiya,LY,71.31,clear sky,30.7554,20.2263,Almadina Hotel
252,Geraldton,AU,73.4,broken clouds,-28.7667,114.6,Broadwater Mariner Resort
253,Lompoc,US,64.0,clear sky,34.6391,-120.4579,Holiday Inn Express Lompoc
254,Birao,CF,76.08,broken clouds,10.2849,22.7882,
255,Maldonado,UY,73.99,broken clouds,-34.6667,-54.9167,La Cimarrona
257,Nabire,ID,75.58,light rain,-3.3667,135.4833,Hotel Nusantara Nabire
259,Biak,ID,76.82,clear sky,-0.9131,122.8766,Penginapan Kim
261,Prachuap Khiri Khan,TH,65.89,clear sky,12.2167,99.75,สมบัติยาย
264,Mpongwe,ZM,66.97,overcast clouds,-13.5091,28.155,GCMF Office & Lodge
265,Aswan,EG,67.42,clear sky,24.0934,32.907,Nuba Nile
267,Shakawe,BW,76.41,light rain,-18.3667,21.85,Ditlhapi Guest House
268,Ampanihy,MG,78.67,clear sky,-24.7,44.75,Angora Hotel
272,Kaoma,ZM,68.49,light rain,-14.7833,24.8,KAOMA AIRPORT
274,Tukrah,LY,68.7,clear sky,32.5341,20.5791,Lokta restaurant
275,Kattivakkam,IN,78.8,light rain,13.2167,80.3167,Raj's villa
277,Vao,NC,77.95,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
278,Bayji,IQ,53.8,overcast clouds,34.9311,43.486999999999995,قريه جديده
285,Port Macquarie,AU,63.0,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
287,Lichinga,MZ,64.4,light rain,-13.3128,35.2406,Residencial Bendiak
288,Abong Mbang,CM,74.41,scattered clouds,3.9833,13.1833,Auberge Angle Sur
289,Richards Bay,ZA,73.65,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
292,Singapore,SG,77.0,heavy intensity rain,1.2897,103.8501,The Fullerton Hotel Singapore
293,Marawi,PH,75.0,overcast clouds,7.9986,124.2928,Derogongan Residence
295,Mayumba,GA,78.84,overcast clouds,-3.432,10.6554,LIKWALE LODGE
297,Bandarbeyla,SO,74.21,few clouds,9.4942,50.8122,JABIR HOTEL
298,Mindelo,CV,73.4,scattered clouds,16.8901,-24.9804,Hotel Gaudi
299,Ligayan,PH,81.66,clear sky,4.6533,119.4706,
301,Balikpapan,ID,75.47,heavy intensity rain,-1.2675,116.8289,Grand Jatra Hotel Balikpapan
303,Kavaratti,IN,82.47,light rain,10.5669,72.642,Hotels in Lakshadweep Islands
306,Porto Novo,BJ,82.4,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
307,Maymyo,MM,59.83,clear sky,22.0333,96.4667,Tiger Hotel
310,Merauke,ID,77.79,light rain,-8.4667,140.3333,
311,Altar,MX,63.0,clear sky,30.7,-111.8167,Hotel Maria Elena
312,Japura,ID,72.63,light rain,-0.3167,102.35,Rumah mbah Jamah
313,Konya,TR,51.8,broken clouds,38.1667,32.5,Bahcesaray Koyu Muhtarligi
316,Savannah Bight,HN,78.01,light rain,16.45,-85.85,Villa on Dunbar Rock
319,Bilma,NE,72.55,clear sky,18.6853,12.9164,Expeditions Ténére voyages
322,Isiro,CD,69.84,scattered clouds,2.7739,27.616,Casa Consolata
324,Garowe,SO,70.11,clear sky,8.4054,48.4845,Curubo Hotel
325,Umm Kaddadah,SD,70.83,clear sky,13.6017,26.6876,
327,Alexandria,EG,64.4,clear sky,31.2156,29.9553,Royal Crown Hotel
328,Mogadishu,SO,76.75,clear sky,2.0371,45.3438,Hotel Juba
330,Palasa,IN,68.4,clear sky,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
333,Mahebourg,MU,78.8,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
334,Lucapa,AO,66.11,light rain,-8.4192,20.7447,Residência Ulisses Dos Santos
338,Nkhata Bay,MW,74.88,light rain,-11.6066,34.2907,Mayoka Village
339,Keti Bandar,PK,60.57,clear sky,24.1447,67.4497,Haji laloo memon house
342,Santa Isabel Do Rio Negro,BR,81.99,overcast clouds,-0.4139,-65.0192,Hotel GSA
343,Wanaka,NZ,51.01,scattered clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
345,Bonthe,SL,80.2,clear sky,7.5264,-12.505,Bonthe Holiday Village
347,Ocho Rios,JM,81.0,broken clouds,18.4025,-77.1048,Rooms Ocho Rios Hotel
349,Ati,TD,77.79,clear sky,13.2154,18.3353,
350,Poum,NC,81.3,light rain,-20.2333,164.0167,Gîte kajeon
351,Cockburn Town,TC,80.6,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
352,Pangai,TO,78.8,few clouds,-19.8,-174.35,Ha'apai Beach Resort
354,Kinablangan,PH,78.15,light rain,7.6947,126.5503,Danny Moreno Property
357,Adrar,MR,68.68,clear sky,20.5022,-10.0711,
359,San Carlos De Bariloche,AR,57.2,light rain,-41.1456,-71.3082,Hotel Patagonia
360,Mumford,GH,80.29,overcast clouds,5.2618,-0.759,Spanish Villa
361,San Joaquin,US,52.0,few clouds,37.9333,-121.3011,University Plaza Waterfront Hotel
363,Comodoro Rivadavia,AR,71.6,broken clouds,-45.8667,-67.5,Austral Hotel
366,Corinto,GR,57.99,overcast clouds,37.9407,22.9573,Ephira Hotel
370,Fare,PF,81.23,scattered clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
372,Banda Aceh,ID,77.74,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
373,Acajutla,SV,82.4,few clouds,13.5928,-89.8275,asi es
375,Lazaro Cardenas,MX,82.92,clear sky,17.9583,-102.2,Collection O Hotel Quinta Antigua
376,Canton,CN,52.0,clear sky,23.1167,113.25,Guangzhou Hotel
380,Ouegoa,NC,80.28,overcast clouds,-20.35,164.4333,
381,Nador,MA,51.8,clear sky,35.174,-2.9287,Hôtel La Giralda
382,Benito Juarez,MX,69.8,few clouds,19.385,-99.165,Holiday Inn Ciudad de Mexico-Trade Center
383,Itoman,JP,51.8,light rain,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
390,Jijiga,ET,57.65,clear sky,9.35,42.8,RAMAAS HOTEL
393,Cayenne,GF,80.6,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
395,Chuy,UY,73.15,overcast clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
396,Bindura,ZW,66.0,overcast clouds,-17.3019,31.3306,Mayfair Lodges and Restaurant
403,Pemangkat,ID,77.81,light rain,1.1667,108.9667,Kost H.Syamsuddin
406,Tancanhuitz,MX,63.84,overcast clouds,21.6,-98.9667,Sierra Bugambilias
412,Atar,MR,68.9,clear sky,20.5169,-13.0499,Oumou Elghoura
413,Coihaique,CL,50.0,moderate rain,-45.5752,-72.0662,Diego De Almagro Coyhaique
415,Le Port,RE,77.0,clear sky,-20.9373,55.2919,Villa Maido
416,Vila Franca Do Campo,PT,53.6,few clouds,37.7167,-25.4333,Pestana Bahia Praia
417,Kirkuk,IQ,51.44,overcast clouds,35.4681,44.3922,Cihad Oteli
418,Wamba,NG,78.53,scattered clouds,8.9333,8.6,Roma Zee Guest House Annex
419,Seminole,US,57.0,clear sky,28.7086,-81.2081,WHITNEY-WOLCOTT HOUSE ON LAKE CHARM
420,Takaka,NZ,59.0,scattered clouds,-40.85,172.8,Golden Bay Motels
423,Qui Nhon,VN,70.47,light rain,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
425,Gamba,GA,78.48,few clouds,-2.65,10.0,
428,Montevideo,UY,78.01,clear sky,-34.8335,-56.1674,KOLPING Hotel
430,Sardarshahr,IN,57.99,clear sky,28.4333,74.4833,Hotel Moti Mahal
431,Aliwal North,ZA,72.54,clear sky,-30.6937,26.7114,Queens Terrace B&B
438,Rosetta,EG,64.4,clear sky,31.4044,30.4164,Green Valley
439,Laguna,US,51.01,clear sky,38.421,-121.4238,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
441,Luanda,AO,78.8,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
442,Pacific Grove,US,57.0,clear sky,36.6177,-121.9166,Lovers Point Inn
443,Palu,ID,76.62,scattered clouds,-0.8917,119.8707,Hotel Santika Palu
444,Batemans Bay,AU,57.99,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
445,Port Hueneme,US,71.6,clear sky,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
447,Manokwari,ID,79.16,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
449,Ambon,ID,82.99,overcast clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
452,Wote,KE,65.68,moderate rain,-1.7808,37.6288,Midways Hotel
458,San Pedro,PH,77.0,broken clouds,14.35,121.0167,OYO 412 Viewfort Venue
460,Redlands,US,66.99,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
461,Riyadh,SA,55.4,clear sky,24.6877,46.7219,InterContinental Riyadh
462,Kieta,PG,79.63,overcast clouds,-6.2167,155.6333,
463,Hit,IQ,50.83,scattered clouds,33.6416,42.8251,صالون زيرو
466,Vaitape,PF,81.25,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
469,Mutoko,ZW,66.72,light rain,-17.397000000000002,32.2268,Mutoko Hotel
472,Auchi,NG,81.99,clear sky,7.0667,6.2667,LECKY PLACE & HOTEL
474,Maragogi,BR,81.57,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
476,Ugoofaaru,MV,82.4,broken clouds,5.6667,73.0,Ungoofaaru Inn
477,Markala,ML,75.9,few clouds,13.7021,-6.0659,Yaya Hôtel
480,Suyo,PH,68.27,clear sky,16.9762,120.5254,Hannah's Homestay
481,Khandbari,NP,52.9,overcast clouds,27.3747,87.2039,Sainik Hotel And Lodge
482,Namibe,AO,72.09,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
485,Axim,GH,79.77,overcast clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
487,Dubbo,AU,59.0,clear sky,-32.25,148.6167,Comfort Inn Blue Lagoon
490,Inhambane,MZ,80.6,scattered clouds,-23.865,35.3833,Oceano
492,Naigarhi,IN,66.2,overcast clouds,24.7833,81.7833,Fulwari Mandir
494,Rio Grande,BR,82.4,broken clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
497,Rabo De Peixe,PT,53.6,few clouds,37.8,-25.5833,Quinta das Giestas
499,San Patricio,US,55.4,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
501,Sungaipenuh,ID,64.04,heavy intensity rain,-2.0833,101.3833,Hotel Jaya Wisata 2
508,Jalu,LY,66.9,clear sky,29.0331,21.5482,صاحبة الفخامة
